citizenid,employment_status,annual_income
94196,Self-Employed,49085.18
56872,Private Job,42119.02
28424,Self-Employed,48226.35
47585,Private Job,63373.25
77467,Private Job,33522.73
74348,Self-Employed,46961.52
82228,Self-Employed,33429.15
72719,Self-Employed,69551.27
53630,Private Job,77606.88
64618,Private Job,58852.08
35918,Private Job,28617.93
28126,Private Job,52122.98
14995,Private Job,50595.28
36733,Government Job,73713.61
44763,Government Job,28440.39
28696,Private Job,84361.36
37130,Private Job,38012.18
85233,Self-Employed,75042.77
77947,Private Job,73296.8
52147,Private Job,71802.63
62223,Private Job,32836.27
35847,Private Job,30042.55
57966,Private Job,52268.02
63342,Private Job,70073.81
29197,Private Job,66546.78
76043,Private Job,72325.18
96512,Private Job,32241.98
49114,Private Job,150585.69
34988,Self-Employed,51017.26
98047,Private Job,53301.44
90350,Private Job,39813.93
60178,Self-Employed,60171.67
48129,Private Job,177365.16
99539,Private Job,27493.07
65060,Self-Employed,98319.96
88326,Private Job,72307.79
16635,Self-Employed,38169.59
56438,Self-Employed,70218.61
98130,Private Job,29482.12
82224,Private Job,55322.15
55053,Private Job,38514.66
59650,Private Job,48819.08
16281,Self-Employed,78987.2
74542,Private Job,112672.03
75892,Private Job,52263.04
24647,Private Job,41622.62
80141,Private Job,43513.29
94736,Private Job,63725.06
91080,Private Job,70031.74
74548,Government Job,27499.41
77059,Private Job,55376.04
32617,Private Job,50674.99
53293,Private Job,48631.76
27392,Private Job,49922.31
40115,Private Job,68168.07
25586,Private Job,85928.81
51593,Private Job,84515.36
45646,Private Job,68091.98
74253,Private Job,39779.94
94567,Government Job,25420.4
27103,Private Job,72379.78
51464,Government Job,54331.43
50338,Private Job,42070.25
91460,Self-Employed,50667.58
14842,Private Job,70511.95
66443,Private Job,27849.94
55190,Self-Employed,56079.84
65926,Government Job,48152.37
53754,Self-Employed,161770.76
39439,Private Job,37619.94
27343,Private Job,79560.52
12194,Private Job,69034.66
31049,Private Job,71014.03
65440,Self-Employed,66776.96
95202,Private Job,43796.27
18030,Private Job,141934.56
25738,Private Job,26772.82
16582,Private Job,61458.72
55293,Private Job,45179.73
14489,Private Job,41830.67
97207,Private Job,66360.48
72692,Private Job,46637.83
36782,Private Job,84480.64
42282,Private Job,115218.12
64436,Government Job,80256.04
18687,Private Job,27738.21
78688,Private Job,31360.38
63540,Private Job,58712.68
33534,Self-Employed,26662.37
47138,Private Job,52185.24
60077,Self-Employed,49682.55
27791,Private Job,64924.11
49185,Private Job,51867.19
50801,Private Job,34155.04
47227,Private Job,35921.96
81170,Private Job,48314.62
14481,Private Job,40084.06
94575,Private Job,76311.65
61790,Private Job,85999.35
31493,Private Job,73114.79
16339,Self-Employed,45161.83
96398,Private Job,53350.59
29754,Private Job,52610.33
57644,Private Job,81103.88
44644,Private Job,61641.65
89855,Government Job,68627.03
73122,Private Job,44188.6
56625,Private Job,27749.62
16227,Private Job,38460.75
20287,Private Job,33988.67
13462,Self-Employed,52620.41
77326,Private Job,59026.49
82279,Self-Employed,36138.37
45628,Self-Employed,49580.74
38889,Self-Employed,56713.52
53902,Private Job,42314.39
80574,Private Job,50328.79
81859,Private Job,25882.91
78554,Self-Employed,49413.26
64472,Private Job,63658.12
72089,Government Job,54064.52
30005,Self-Employed,59545.66
46512,Self-Employed,72323.86
81871,Private Job,85874.74
23960,Private Job,50523.96
38980,Private Job,35458.3
59536,Private Job,84649.99
44907,Self-Employed,42408.1
32146,Self-Employed,40976.85
49073,Private Job,78014.1
15010,Private Job,79467.55
55090,Private Job,45567.21
86969,Private Job,64503.64
29244,Private Job,67073.47
34242,Private Job,56909.38
60472,Self-Employed,61438.66
88536,Self-Employed,46891.21
40501,Private Job,68113.65
17042,Private Job,12799.18
58027,Private Job,79337.96
88968,Government Job,77773.17
67469,Private Job,74700.75
69487,Private Job,34498.17
79452,Private Job,71590.2
15455,Private Job,35057.15
79328,Self-Employed,73685.86
35547,Self-Employed,44698.27
72094,Private Job,33396.66
65553,Government Job,69388.74
31528,Private Job,53359.52
77409,Private Job,58592.37
75090,Government Job,77467.68
59168,Private Job,47352.29
42558,Private Job,42032.69
40132,Government Job,49263.18
31505,Private Job,63572.18
48996,Private Job,38701.84
36036,Private Job,73488.34
85674,Private Job,78855.25
88013,Private Job,80555.51
75754,Private Job,150357.09
39409,Private Job,62579.18
85661,Self-Employed,82237.74
85073,Self-Employed,33287.58
20197,Private Job,59162.34
17530,Government Job,52295.28
66404,Private Job,84784.34
69590,Government Job,30509.21
55718,Self-Employed,49414.6
43780,Private Job,34987.11
64246,Private Job,46622.1
72436,Self-Employed,78123.46
29174,Private Job,38747.51
38539,Private Job,55142.67
93774,Private Job,37479.68
38559,Private Job,84733.74
98136,Private Job,29669.8
33128,Private Job,76792.85
16381,Private Job,81862.44
84836,Private Job,72443.96
50036,Private Job,47542.6
55841,Self-Employed,49232.24
94709,Self-Employed,26835.62
38217,Private Job,36901.05
58457,Government Job,112866.35
26429,Self-Employed,81745.84
60814,Self-Employed,69393.44
90014,Self-Employed,58584.79
18234,Government Job,85402.96
73349,Private Job,71410.91
15516,Private Job,62450.15
99382,Private Job,56596.77
42234,Private Job,53395.97
10071,Self-Employed,77210.61
93446,Private Job,54436.8
80660,Self-Employed,51587.61
68666,Government Job,39086.2
38883,Private Job,63893.76
90118,Private Job,26877.7
54011,Private Job,40501.24
60197,Private Job,57055.81
84794,Self-Employed,43884.36
57781,Self-Employed,56352.1
70230,Private Job,39431.81
93371,Private Job,77393.52
66707,Private Job,31805.69
96644,Private Job,38454.39
14504,Self-Employed,53250.57
13562,Private Job,51760.08
88369,Private Job,65972.59
73114,Private Job,68112.62
91400,Private Job,65052.8
87471,Private Job,103172.65
56700,Private Job,63923.06
50488,Private Job,52421.3
99611,Private Job,52234.56
72844,Private Job,30414.11
87150,Private Job,25159.16
40467,Self-Employed,77121.58
12319,Government Job,25635.42
54105,Private Job,80312.35
16576,Government Job,37754.72
27650,Self-Employed,59213.81
90285,Private Job,81784.94
56907,Government Job,48274.42
28529,Private Job,74092.52
22313,Self-Employed,60290.73
29165,Private Job,51252.98
88223,Self-Employed,34807.43
67739,Private Job,35389.84
33575,Private Job,43989.59
31149,Private Job,79619.11
14372,Private Job,36263.76
15850,Private Job,72822.68
12325,Private Job,31672.81
96969,Private Job,95779.24
65442,Private Job,74603.19
50989,Private Job,29229.65
75170,Private Job,38580.72
68708,Private Job,39075.02
99378,Private Job,75255.33
17234,Private Job,60823.45
90681,Private Job,63908.87
69296,Private Job,74976.96
86375,Private Job,141526.2
16797,Private Job,71506.59
85252,Private Job,26030.31
76208,Private Job,44295.26
73809,Private Job,42380.61
57792,Private Job,73766.61
84042,Self-Employed,25593.03
18088,Government Job,26069.33
40980,Self-Employed,37181.55
44308,Private Job,39167.72
96830,Private Job,35120.01
49396,Self-Employed,30232.13
82548,Private Job,65302.03
29067,Private Job,34632.49
41216,Private Job,63805.29
54219,Private Job,52972.5
13858,Private Job,77441.44
18685,Government Job,41417.13
83416,Self-Employed,85129.93
39099,Private Job,58861.2
82533,Self-Employed,83916.5
28197,Private Job,64633.49
25616,Private Job,39542.17
10116,Private Job,43329.63
80003,Private Job,34660.3
87577,Private Job,51029.16
14585,Private Job,45064.84
37153,Private Job,40267.79
67424,Private Job,37235.8
85132,Self-Employed,76010.49
21509,Government Job,76181.93
18066,Private Job,58066.19
64741,Private Job,61993.91
59813,Self-Employed,111584.92
46574,Government Job,50619.37
87557,Private Job,63190.3
65263,Private Job,73056.7
90584,Private Job,54880.98
63217,Private Job,73273.73
45894,Government Job,79444.17
36133,Private Job,85411.46
87904,Self-Employed,83825.15
83833,Private Job,40166.82
34849,Private Job,62271.72
75387,Private Job,46769.44
14020,Private Job,67691.28
68965,Private Job,37188.47
24822,Private Job,41891.62
42530,Self-Employed,84135.52
10668,Private Job,62029.15
53134,Private Job,37209.99
22245,Private Job,48997.71
61019,Private Job,46828.78
40595,Private Job,39159.29
88936,Private Job,28616.25
83311,Private Job,84738.76
27016,Self-Employed,47641.45
41942,Private Job,58293.42
22781,Private Job,147603.64
93645,Private Job,49655.1
34057,Private Job,68270.02
37960,Private Job,70542.06
46354,Private Job,79896.15
97575,Private Job,44521.14
40490,Private Job,84796.24
39797,Self-Employed,73607.9
40842,Private Job,154477.04
39162,Private Job,36619.19
75965,Private Job,55649.83
44379,Private Job,163274.4
23298,Private Job,45788.98
96247,Private Job,56260.51
57167,Self-Employed,43934.16
16202,Private Job,39815.31
86053,Private Job,70260.82
32839,Private Job,56489.15
88398,Private Job,58536.95
66365,Private Job,50898.79
82367,Self-Employed,80616.99
71205,Government Job,27877.39
71494,Self-Employed,72814.71
14730,Private Job,74200.17
39671,Private Job,48897.62
78130,Government Job,29181.27
98483,Government Job,72761.41
10257,Private Job,130576.79
76495,Self-Employed,52493.66
15853,Self-Employed,62778.64
26839,Private Job,74059.94
48841,Private Job,35163.0
29471,Private Job,47310.72
93115,Self-Employed,101939.79
35877,Private Job,67238.99
70076,Private Job,45896.33
82844,Private Job,47538.42
52251,Private Job,70304.89
25510,Private Job,70474.88
40248,Private Job,61639.56
83326,Private Job,50110.78
23030,Government Job,48682.98
47064,Private Job,42865.99
69572,Private Job,29606.7
83600,Private Job,27787.32
64773,Private Job,81242.85
53337,Government Job,32790.56
96676,Private Job,62369.7
27816,Private Job,41633.59
89001,Private Job,63802.19
65492,Private Job,102891.66
19052,Self-Employed,67488.36
53100,Private Job,72871.55
91324,Private Job,30559.84
90263,Self-Employed,31300.17
14455,Private Job,74227.06
55920,Private Job,81940.98
32179,Private Job,40746.75
33451,Self-Employed,43774.56
90008,Government Job,81006.2
50236,Private Job,73306.68
14351,Private Job,39510.22
62844,Private Job,60535.91
40101,Private Job,44172.45
54708,Government Job,51989.33
28299,Private Job,67966.57
70884,Private Job,40195.3
39393,Private Job,29537.34
88162,Private Job,85581.16
54600,Private Job,51049.09
83848,Private Job,69542.14
87854,Private Job,119138.99
32368,Private Job,85858.74
34646,Private Job,27330.27
46678,Private Job,52071.89
32081,Private Job,26179.5
89110,Private Job,64639.1
99693,Private Job,35136.84
92728,Self-Employed,82357.47
69193,Private Job,148969.15
85790,Self-Employed,78370.2
23762,Government Job,64867.88
12902,Private Job,34829.58
50411,Self-Employed,46035.38
99581,Government Job,84784.81
33215,Self-Employed,44259.07
42014,Private Job,85597.14
24443,Private Job,75216.03
36195,Private Job,57435.25
10558,Private Job,76908.34
44657,Self-Employed,84400.73
24135,Private Job,42645.84
83635,Private Job,32123.63
27202,Self-Employed,30041.65
21688,Self-Employed,62204.32
40836,Private Job,44847.37
56477,Government Job,48452.28
59493,Private Job,34486.75
10577,Private Job,30225.19
25768,Self-Employed,44496.94
20951,Self-Employed,35656.51
33670,Private Job,29084.93
29119,Private Job,27383.76
89314,Private Job,28606.82
85241,Private Job,171124.59
86690,Private Job,68936.68
85823,Private Job,62256.88
76135,Private Job,67248.65
20657,Private Job,74783.68
79741,Government Job,62928.8
44005,Private Job,54234.94
53910,Government Job,74843.53
18924,Private Job,63191.4
16632,Private Job,67715.63
92256,Private Job,51409.99
84315,Government Job,52458.69
94018,Government Job,52292.78
43278,Private Job,42445.01
67102,Private Job,62697.53
38405,Private Job,51842.86
78168,Private Job,27888.42
56161,Private Job,67681.87
32704,Private Job,55693.16
45322,Private Job,36557.31
52682,Private Job,28480.31
17062,Private Job,36687.41
13612,Private Job,56147.0
66157,Private Job,28970.81
12848,Private Job,62568.29
76115,Self-Employed,41579.46
51602,Private Job,83859.91
13875,Private Job,73147.15
28192,Private Job,31784.21
45942,Private Job,68534.4
10641,Private Job,75719.52
14702,Private Job,77915.61
27220,Self-Employed,58341.74
19226,Government Job,77611.41
78288,Self-Employed,71570.84
32430,Private Job,59538.94
20125,Private Job,50751.04
17992,Private Job,25127.54
18968,Private Job,62499.26
51067,Private Job,39940.93
76959,Government Job,38881.31
54352,Private Job,33696.96
86893,Private Job,66689.95
30769,Private Job,66411.74
65231,Private Job,50453.52
32535,Private Job,53574.88
99444,Private Job,71389.24
41096,Private Job,34370.88
26773,Government Job,39021.89
94646,Private Job,82486.37
67553,Private Job,85913.78
92647,Private Job,56252.17
20458,Self-Employed,53203.08
45804,Private Job,30024.36
31092,Self-Employed,65968.98
26768,Private Job,53568.56
44450,Self-Employed,57842.57
62288,Private Job,81851.4
68318,Private Job,81151.97
97799,Private Job,80970.94
49683,Self-Employed,31003.53
97849,Self-Employed,48409.31
14547,Private Job,65501.79
32642,Private Job,174184.86
97875,Private Job,33421.27
37120,Private Job,82360.15
28311,Private Job,60137.89
47123,Private Job,61393.6
74342,Private Job,32737.39
38696,Self-Employed,109202.18
29001,Private Job,26073.16
86480,Private Job,64239.37
33942,Private Job,38079.39
46693,Private Job,74972.48
75100,Private Job,28039.16
61452,Private Job,35481.95
45691,Self-Employed,72578.63
19192,Private Job,25880.72
13916,Private Job,39727.91
83709,Private Job,69233.07
60691,Private Job,67437.36
63371,Private Job,37444.98
84904,Private Job,73301.54
35699,Private Job,50592.77
29947,Government Job,67699.54
25400,Government Job,53329.41
11052,Private Job,25582.99
37521,Private Job,25303.5
17242,Private Job,100042.45
33276,Private Job,85335.46
73658,Private Job,37381.71
64755,Private Job,77304.63
51211,Private Job,38922.86
95908,Private Job,52572.99
83439,Government Job,85037.56
99151,Self-Employed,166580.09
60951,Private Job,33181.38
40592,Private Job,58774.25
79859,Private Job,47049.04
59532,Self-Employed,59783.95
98138,Government Job,56995.54
34571,Self-Employed,32946.41
64885,Private Job,59625.1
89259,Private Job,47095.74
43181,Private Job,40710.63
28527,Self-Employed,150792.42
92862,Self-Employed,125213.01
91247,Private Job,33525.19
44078,Private Job,65679.87
43246,Government Job,68828.34
93157,Private Job,74864.0
70764,Self-Employed,74898.92
84314,Private Job,85705.24
73120,Private Job,39699.32
80755,Private Job,59514.47
16260,Private Job,59827.4
70137,Private Job,57703.54
67291,Self-Employed,46564.27
40627,Self-Employed,35869.7
78169,Private Job,60112.75
58479,Private Job,34093.53
81502,Private Job,25731.03
84129,Private Job,65330.42
50392,Self-Employed,3631677.11
48755,Private Job,51786.94
57238,Private Job,83620.68
58800,Self-Employed,45869.3
82120,Private Job,85483.71
12112,Government Job,25549.87
17764,Private Job,28578.27
15025,Self-Employed,65460.27
76477,Government Job,63733.31
15478,Self-Employed,58083.4
50425,Self-Employed,36766.22
39132,Private Job,30791.36
20522,Private Job,28651.94
64838,Private Job,72238.18
37276,Self-Employed,78675.02
62406,Private Job,75067.49
74217,Self-Employed,34146.4
62752,Private Job,72569.02
22838,Self-Employed,84816.8
22287,Private Job,62479.57
87769,Private Job,48400.99
66253,Private Job,30726.96
40807,Private Job,43451.72
45523,Private Job,60745.71
11377,Private Job,50514.36
67925,Private Job,56299.08
55130,Government Job,66705.44
76029,Private Job,51345.82
52743,Private Job,36829.07
18427,Self-Employed,29721.95
94841,Government Job,50540.79
64260,Private Job,78701.31
71950,Self-Employed,66438.3
11939,Self-Employed,39330.45
35866,Self-Employed,55509.46
85810,Self-Employed,38262.99
65599,Private Job,33410.38
48171,Private Job,72547.85
38232,Private Job,51041.71
97058,Private Job,28409.27
60835,Private Job,74894.9
14851,Private Job,82108.04
22721,Private Job,45922.27
86597,Private Job,55233.21
67918,Private Job,71282.74
72400,Private Job,27244.56
99919,Self-Employed,80925.25
34792,Private Job,85885.3
84653,Self-Employed,55819.47
67028,Private Job,57562.36
90368,Private Job,56655.74
63630,Private Job,75276.36
29311,Private Job,57012.14
29339,Private Job,64916.13
32290,Self-Employed,64675.75
65932,Government Job,57378.27
